market,status,country_code,funding_rounds,founded_at,first_funding_at,last_funding_at,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,total_investment,years_to_first_funding
 Education ,operating,USA,2.0,2014-01-01,2010-11-03,2014-04-29,0,0,0,0,0,0,0,0,7000000.0,-3.164383561643836
 Soccer ,operating,GBR,1.0,2013-04-15,2011-11-01,2011-11-01,0,0,0,0,0,0,0,0,8022.0,-1.4547945205479451
 Human Resources ,operating,USA,5.0,2006-11-14,2006-01-01,2013-10-21,1,1,1,1,0,0,0,0,29805235.0,-0.8684931506849315
 Tracking ,operating,BRA,4.0,2012-12-01,2012-11-23,2014-05-01,0,0,0,0,0,0,0,0,251724.0,-0.021917808219178082
 Fashion ,operating,GBR,2.0,2014-04-01,2013-12-09,2014-09-09,0,0,0,0,0,0,0,0,389454.0,-0.3095890410958904
 Mobile ,operating,USA,1.0,2012-03-27,2012-01-18,2012-01-18,0,0,0,0,0,0,0,0,250000.0,-0.18904109589041096
 Enterprise Software ,operating,NPL,1.0,2008-03-08,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,200000.0,-0.18356164383561643
 Software ,operating,ESP,2.0,2010-06-01,2010-05-01,2012-05-15,1,0,0,0,0,0,0,0,1065750.0,-0.08493150684931507
 Automotive ,operating,USA,1.0,2014-02-17,2014-02-01,2014-02-01,0,0,0,0,0,0,0,0,50000.0,-0.043835616438356165
 Private Social Networking ,operating,USA,1.0,2013-11-01,2012-07-17,2012-07-17,0,0,0,0,0,0,0,0,40000.0,-1.2931506849315069
 Enterprise Software ,operating,USA,2.0,2012-06-01,2012-01-01,2013-01-01,0,0,0,0,0,0,0,0,3300000.0,-0.41643835616438357
 Moneymaking ,operating,USA,1.0,2011-04-30,2011-04-01,2011-04-01,0,0,0,0,0,0,0,0,100000.0,-0.07945205479452055
 Social Buying ,operating,CAN,1.0,2013-01-01,2012-06-01,2012-06-01,0,0,0,0,0,0,0,0,96774.0,-0.5863013698630137
 SaaS ,operating,USA,4.0,2010-07-25,2010-07-01,2013-09-11,1,0,0,0,0,0,0,0,1715000.0,-0.06575342465753424
 Communities ,operating,USA,3.0,2011-06-05,2010-03-01,2013-04-01,0,0,0,0,0,0,0,0,1845836.0,-1.263013698630137
 Customer Service ,operating,USA,1.0,2013-09-01,2013-08-28,2013-08-28,0,0,0,0,0,0,0,0,50000.0,-0.010958904109589041
 Mobile ,operating,EST,4.0,2013-01-15,2012-09-01,2014-01-30,0,0,0,0,0,0,0,0,385000.0,-0.3726027397260274
 Real Estate ,operating,AUS,1.0,2014-09-01,2014-08-01,2014-08-01,0,0,0,0,0,0,0,0,931087.0,-0.08493150684931507
 Games ,acquired,USA,3.0,2008-11-20,2008-05-05,2010-11-03,1,0,0,0,0,0,0,0,4340000.0,-0.5452054794520548
 Automotive ,operating,USA,1.0,2014-07-23,2014-07-11,2014-07-11,0,0,0,0,0,0,0,0,8100.0,-0.03287671232876712
 Software ,operating,USA,1.0,2011-03-11,2011-03-01,2011-03-01,0,0,0,0,0,0,0,0,55000.0,-0.0273972602739726
 Financial Services ,operating,SGP,2.0,2013-05-01,2013-03-01,2014-04-01,0,0,0,0,0,0,0,0,450000.0,-0.16712328767123288
 Internet ,operating,USA,5.0,2011-02-18,2010-11-07,2014-01-01,0,0,0,0,0,0,0,0,5860000.0,-0.2821917808219178
 Advertising ,closed,USA,2.0,2009-01-04,2008-01-01,2010-07-01,0,0,0,0,0,0,0,0,125000.0,-1.010958904109589
 Hospitality ,operating,USA,1.0,2008-01-09,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,275000.0,-0.021917808219178082
 Enterprise Software ,operating,CAN,3.0,2010-05-01,2010-01-01,2013-01-01,0,0,0,0,0,0,0,0,228771.0,-0.3287671232876712
 Software ,operating,USA,1.0,2013-01-01,2012-11-13,2012-11-13,0,0,0,0,0,0,0,0,600000.0,-0.13424657534246576
 Food Processing ,operating,USA,1.0,2014-01-24,2013-11-30,2013-11-30,0,0,0,0,0,0,0,0,24000.0,-0.1506849315068493
 Semantic Web ,operating,JPN,1.0,2009-01-01,2008-09-01,2008-09-01,0,0,0,0,0,0,0,0,20000.0,-0.33424657534246577
 Hospitality ,operating,USA,3.0,2013-05-15,2013-03-01,2013-10-15,0,0,0,0,0,0,0,0,100000.0,-0.2054794520547945
 Finance ,operating,USA,2.0,2007-07-01,2007-01-01,2007-04-01,0,0,0,0,0,0,0,0,315000.0,-0.4958904109589041
 Public Relations ,operating,USA,1.0,2014-03-04,2014-02-20,2014-02-20,0,0,0,0,0,0,0,0,60000.0,-0.03287671232876712
 Utilities ,operating,USA,1.0,2010-01-23,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,200000.0,-0.06027397260273973
 Social Media ,operating,GBR,1.0,2008-03-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,4014726.0,-0.1643835616438356
 Mobile ,operating,DEU,3.0,2008-04-01,2008-01-01,2010-08-05,1,0,0,0,0,0,0,0,2725875.0,-0.2493150684931507
 Social Business ,operating,USA,1.0,2010-09-01,2010-08-25,2010-08-25,0,0,0,0,0,0,0,0,50000.0,-0.019178082191780823
 Predictive Analytics ,operating,USA,6.0,2007-01-01,2004-07-01,2013-09-23,1,1,1,1,0,0,0,0,35600000.0,-2.504109589041096
 Advertising Platforms ,operating,USA,1.0,2014-01-01,2013-02-13,2013-02-13,0,0,0,0,0,0,0,0,30000.0,-0.8821917808219178
 Internet ,closed,FRA,1.0,2008-10-12,2008-10-06,2008-10-06,0,0,0,0,0,0,0,0,886210.0,-0.01643835616438356
 iPhone ,operating,USA,1.0,2011-04-01,2010-08-09,2010-08-09,1,0,0,0,0,0,0,0,4000000.0,-0.6438356164383562
 Email ,operating,DEU,1.0,2012-01-01,2011-04-01,2011-04-01,0,0,0,0,0,0,0,0,121612.0,-0.7534246575342466
 Productivity Software ,operating,USA,1.0,2012-11-12,2012-11-01,2012-11-01,0,0,0,0,0,0,0,0,250000.0,-0.030136986301369864
 Social Media ,operating,CMR,1.0,2010-05-10,2009-10-28,2009-10-28,0,0,0,0,0,0,0,0,4561.0,-0.5315068493150685
 Content ,operating,GBR,1.0,2010-01-01,2009-12-01,2009-12-01,0,0,0,0,0,0,0,0,16567.0,-0.08493150684931507
 Travel ,operating,USA,2.0,2012-01-15,2011-10-01,2012-02-01,0,0,0,0,0,0,0,0,600000.0,-0.29041095890410956
 Search ,acquired,CAN,1.0,2006-01-01,2005-01-01,2005-01-01,0,0,0,0,0,0,0,0,110000000.0,-1.0
 Hardware + Software ,operating,SGP,1.0,2011-01-01,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,50000.0,-1.0
 Technology ,operating,USA,6.0,2006-05-01,2006-03-01,2010-01-07,1,1,1,1,0,0,0,0,67192715.0,-0.16712328767123288
 Health Care ,operating,FRA,2.0,2014-04-03,2014-03-03,2014-07-09,0,0,0,0,0,0,0,0,300000.0,-0.08493150684931507
 Hardware + Software ,operating,NLD,1.0,2014-03-06,2014-01-15,2014-01-15,0,0,0,0,0,0,0,0,27000.0,-0.136986301369863
 Software ,operating,GBR,1.0,2010-04-03,2010-04-01,2010-04-01,0,0,0,0,0,0,0,0,152206.0,-0.005479452054794521
 Sports ,operating,USA,1.0,2014-03-27,2014-03-06,2014-03-06,0,0,0,0,0,0,0,0,11000.0,-0.057534246575342465
 Biotechnology ,operating,USA,2.0,2012-06-04,2012-05-22,2013-10-27,0,0,0,0,0,0,0,0,1600000.0,-0.03561643835616438
 Gps ,operating,USA,3.0,2004-02-01,2004-01-01,2012-12-20,1,0,0,0,0,0,0,0,6230899.0,-0.08493150684931507
 Mobile ,closed,USA,1.0,2008-05-22,2008-05-18,2008-05-18,0,0,0,0,0,0,0,0,130000.0,-0.010958904109589041
 E-Commerce ,closed,SGP,1.0,2007-01-01,2004-01-01,2004-01-01,0,0,0,0,0,0,0,0,25000.0,-3.0027397260273974
 Sales and Marketing ,operating,USA,1.0,2013-04-01,2013-02-03,2013-02-03,0,0,0,0,0,0,0,0,120000.0,-0.15616438356164383
 Software ,operating,BGR,5.0,2013-01-01,2012-04-01,2014-03-01,0,0,0,0,0,0,0,0,253861.0,-0.7534246575342466
 Software ,operating,USA,2.0,2012-12-21,2012-01-01,2014-02-03,0,0,0,0,0,0,0,0,1900000.0,-0.9726027397260274
 Mobile Commerce ,operating,KOR,3.0,2013-03-26,2013-03-21,2014-09-24,1,0,0,0,0,0,0,0,1594680.0,-0.0136986301369863
 Social Media ,operating,MYS,1.0,2012-12-01,2012-02-09,2012-02-09,0,0,0,0,0,0,0,0,40000.0,-0.810958904109589
 Facebook Applications ,acquired,USA,3.0,2007-09-01,2007-01-01,2010-10-18,1,1,1,0,0,0,0,0,16350000.0,-0.6657534246575343
 Enterprise Software ,operating,USA,1.0,2009-10-01,2009-09-01,2009-09-01,0,0,0,0,0,0,0,0,250000.0,-0.0821917808219178
 E-Commerce ,operating,MEX,3.0,2013-05-17,2013-01-25,2014-07-30,0,0,0,0,0,0,0,0,115000.0,-0.30684931506849317
 Bitcoin ,operating,USA,2.0,2014-02-01,2014-01-01,2014-08-20,1,0,0,0,0,0,0,0,13700000.0,-0.08493150684931507
 Curated Web ,operating,USA,3.0,2009-01-01,2008-09-25,2011-08-09,1,0,0,0,0,0,0,0,4600000.0,-0.2684931506849315
 Mobile Games ,operating,FIN,3.0,2014-03-05,2013-09-22,2014-09-22,0,0,0,0,0,0,0,0,25000.0,-0.44931506849315067
 Travel ,operating,GBR,1.0,2008-08-05,2008-05-20,2008-05-20,0,0,0,0,0,0,0,0,30000.0,-0.21095890410958903
 Coupons ,closed,USA,1.0,2011-09-01,2011-01-01,2011-01-01,0,0,0,0,0,0,0,0,100000.0,-0.6657534246575343
 SaaS ,operating,USA,5.0,2007-09-27,2007-01-01,2012-12-29,1,0,0,0,0,0,0,0,69000000.0,-0.736986301369863
 Real Estate ,operating,GBR,3.0,2012-08-28,2012-05-01,2013-10-01,0,0,0,0,0,0,0,0,140354.0,-0.32602739726027397
 Shopping ,operating,ESP,2.0,2013-04-01,2012-09-01,2013-10-09,0,0,0,0,0,0,0,0,929111.0,-0.5808219178082191
 E-Commerce ,operating,CHN,3.0,2007-09-01,2007-01-01,2012-07-01,1,0,0,0,0,0,0,0,203000000.0,-0.6657534246575343
 Social Media ,closed,HKG,1.0,2006-10-08,2006-06-01,2006-06-01,0,0,0,0,0,0,0,0,100000.0,-0.35342465753424657
 Video ,operating,USA,1.0,2014-08-05,2014-04-15,2014-04-15,0,0,0,0,0,0,0,0,1000000.0,-0.30684931506849317
 File Sharing ,operating,USA,2.0,2013-06-01,2011-06-11,2014-01-09,1,0,0,0,0,0,0,0,2727384.0,-1.9753424657534246
 Curated Web ,operating,USA,1.0,2008-09-01,2008-06-01,2008-06-01,0,0,0,0,0,0,0,0,25000.0,-0.25205479452054796
 Advertising ,operating,USA,7.0,2001-09-01,2000-01-01,2014-07-28,1,1,1,1,1,0,0,0,85800000.0,-1.6684931506849314
 Facebook Applications ,operating,UKR,1.0,2014-06-16,2013-10-03,2013-10-03,0,0,0,0,0,0,0,0,350000.0,-0.7013698630136986
 Hardware + Software ,operating,BRA,2.0,2011-03-01,2010-06-05,2012-06-01,0,1,0,0,0,0,0,0,2042000.0,-0.736986301369863
 Film ,operating,USA,1.0,2014-03-18,2013-03-20,2013-03-20,0,0,0,0,0,0,0,0,325000.0,-0.9945205479452055
 Ticketing ,operating,PER,5.0,2012-05-16,2012-04-11,2014-10-20,1,0,0,0,0,0,0,0,2740000.0,-0.0958904109589041
 Entertainment ,operating,DEU,1.0,2013-09-23,2013-09-02,2013-09-02,0,0,0,0,0,0,0,0,19299.0,-0.057534246575342465
 Enterprise Software ,operating,IRL,3.0,2013-10-01,2011-08-01,2013-12-01,0,0,0,0,0,0,0,0,557181.0,-2.16986301369863
 Social Media ,operating,CHL,2.0,2012-02-01,2012-01-17,2012-12-01,0,0,0,0,0,0,0,0,60000.0,-0.0410958904109589
 Mobile ,operating,USA,2.0,2009-07-01,2009-05-01,2011-12-19,1,0,0,0,0,0,0,0,1395000.0,-0.16712328767123288
 Real Estate ,operating,USA,1.0,2014-02-01,2014-01-01,2014-01-01,0,0,0,0,0,0,0,0,200000.0,-0.08493150684931507
 Local Search ,operating,COL,2.0,2013-01-06,2012-10-02,2013-12-10,0,0,0,0,0,0,0,0,2700000.0,-0.26301369863013696
 Payments ,operating,USA,1.0,2013-03-01,2012-03-15,2012-03-15,0,0,0,0,0,0,0,0,12000.0,-0.9616438356164384
 Health and Wellness ,operating,USA,3.0,2013-06-01,2012-03-01,2014-09-17,1,0,0,0,0,0,0,0,14000000.0,-1.252054794520548
 Finance ,operating,USA,3.0,2014-09-01,2013-08-06,2014-03-05,1,0,0,0,0,0,0,0,1835000.0,-1.0712328767123287
 Software ,closed,GRC,1.0,2011-11-10,2011-11-06,2011-11-06,0,0,0,0,0,0,0,0,20659.0,-0.010958904109589041
 Finance ,operating,DNK,2.0,2011-05-29,2011-05-01,2014-03-06,1,0,0,0,0,0,0,0,6106167.0,-0.07671232876712329
 Travel ,operating,IND,4.0,2006-07-04,2006-01-01,2014-05-12,0,0,0,0,0,0,0,0,56400000.0,-0.5041095890410959
 Software ,operating,IRL,2.0,2011-12-01,2011-11-07,2014-01-30,1,0,0,0,0,0,0,0,8500000.0,-0.06575342465753424
 Search ,acquired,USA,5.0,2006-12-01,2006-01-01,2011-10-17,1,1,1,0,0,0,0,0,32500000.0,-0.915068493150685
 Direct Marketing ,operating,USA,1.0,2010-05-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,500000.0,-2.3315068493150686
 Video ,operating,USA,2.0,2007-07-01,2007-01-01,2009-07-16,1,0,0,0,0,0,0,0,2000000.0,-0.4958904109589041
 Video ,closed,RUS,3.0,2012-02-02,2012-01-10,2012-11-07,1,0,0,0,0,0,0,0,750000.0,-0.06301369863013699
 Enterprise Software ,operating,USA,2.0,2012-10-01,2012-01-17,2013-12-13,1,0,0,0,0,0,0,0,2800000.0,-0.7068493150684931
 Logistics ,operating,SGP,1.0,2013-09-10,2013-08-29,2013-08-29,0,0,0,0,0,0,0,0,11700.0,-0.03287671232876712
 Google Apps ,operating,USA,4.0,2011-01-21,2008-03-16,2014-11-24,1,1,1,1,0,0,0,0,34900000.0,-2.852054794520548
 Navigation ,operating,USA,3.0,2008-03-01,2007-01-01,2010-07-27,1,1,0,0,0,0,0,0,16297850.0,-1.1643835616438356
 Cloud Computing ,operating,USA,2.0,2010-11-01,2010-01-04,2012-08-01,0,0,0,0,0,0,0,0,1215000.0,-0.8246575342465754
 Software ,operating,BGR,2.0,2013-10-01,2013-09-01,2014-04-04,0,0,0,0,0,0,0,0,135753.0,-0.0821917808219178
 Messaging ,operating,USA,2.0,2010-01-01,2009-12-21,2011-01-20,1,0,0,0,0,0,0,0,8963293.0,-0.030136986301369864
 SaaS ,operating,ESP,1.0,2012-07-31,2011-09-11,2011-09-11,0,0,0,0,0,0,0,0,1200000.0,-0.8876712328767123
 Enterprise Software ,operating,FRA,1.0,2011-03-18,2011-01-11,2011-01-11,0,0,0,0,0,0,0,0,32370.0,-0.18082191780821918
 Flash Sales ,operating,ARG,2.0,2010-08-01,2010-04-05,2011-06-13,0,0,0,0,0,0,0,0,140000.0,-0.3232876712328767
 Hospitality ,operating,USA,1.0,2008-06-01,2008-02-01,2008-02-01,0,0,0,0,0,0,0,0,120000.0,-0.3315068493150685
 Health Care ,operating,DEU,4.0,2013-01-01,2012-10-01,2014-08-27,0,0,0,0,0,0,0,0,1302213.0,-0.25205479452054796
 Events ,operating,BGR,1.0,2014-05-09,2014-05-01,2014-05-01,0,0,0,0,0,0,0,0,41500.0,-0.021917808219178082
 Software ,closed,USA,1.0,2008-04-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,600000.0,-0.2493150684931507
 News ,operating,USA,4.0,2013-06-01,2012-01-19,2014-01-06,1,0,0,0,0,0,0,0,8450000.0,-1.367123287671233
 Sports ,operating,HKG,1.0,2013-11-01,2013-03-01,2013-03-01,0,0,0,0,0,0,0,0,335000.0,-0.6712328767123288
 SaaS ,operating,GBR,1.0,2013-09-06,2011-04-03,2011-04-03,0,0,0,0,0,0,0,0,30000.0,-2.43013698630137
 Enterprise Software ,operating,USA,3.0,2013-05-22,2011-03-12,2014-11-13,1,0,0,0,0,0,0,0,848000.0,-2.197260273972603
 Developer Tools ,operating,TWN,2.0,2014-03-11,2013-08-05,2014-03-24,0,0,0,0,0,0,0,0,600000.0,-0.5972602739726027
 Social Media ,acquired,USA,2.0,2009-10-09,2009-09-09,2011-01-01,0,0,0,0,0,0,0,0,1400000.0,-0.0821917808219178
 Big Data ,operating,USA,2.0,2014-04-17,2014-01-30,2014-04-30,0,0,0,0,0,0,0,0,200000.0,-0.21095890410958903
 Finance ,operating,LUX,2.0,2014-06-16,2014-05-15,2014-09-18,0,0,0,0,0,0,0,0,428257.0,-0.08767123287671233
 Mobile Payments ,operating,USA,1.0,2014-03-11,2014-02-25,2014-02-25,0,0,0,0,0,0,0,0,1373909.0,-0.038356164383561646
 Health Care ,operating,USA,7.0,2012-01-01,2010-04-09,2014-07-16,0,0,0,0,0,0,0,0,3716163.0,-1.7315068493150685
 Big Data Analytics ,operating,USA,2.0,2010-01-01,2006-09-30,2011-04-01,0,0,0,0,0,0,0,0,250000.0,-3.2575342465753425
 Web Development ,operating,USA,1.0,2004-12-31,2004-04-01,2004-04-01,1,0,0,0,0,0,0,0,120000.0,-0.7506849315068493
 Shopping ,operating,USA,3.0,2009-05-11,2009-01-01,2013-04-02,1,0,0,0,0,0,0,0,11000000.0,-0.3561643835616438
 SaaS ,operating,BEL,1.0,2008-06-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,1251285.0,-0.41643835616438357
 Social Media ,operating,NLD,1.0,2013-04-02,2013-03-01,2013-03-01,0,0,0,0,0,0,0,0,50000.0,-0.08767123287671233
 Real Estate ,operating,USA,1.0,2013-10-18,2013-10-16,2013-10-16,0,0,0,0,0,0,0,0,1000000.0,-0.005479452054794521
 Content ,operating,DEU,2.0,2009-11-01,2007-11-01,2008-01-01,0,0,0,0,0,0,0,0,1600000.0,-2.0027397260273974
 Software ,closed,AUS,2.0,2011-04-08,2011-04-01,2011-12-01,0,0,0,0,0,0,0,0,350000.0,-0.019178082191780823
 Curated Web ,operating,CAN,1.0,2012-01-01,2011-12-12,2011-12-12,0,0,0,0,0,0,0,0,86250.0,-0.0547945205479452
 Digital Signage ,operating,GBR,1.0,2009-02-23,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,29222.0,-0.14520547945205478
 Lead Generation ,operating,USA,2.0,2010-01-01,2009-03-01,2010-07-30,1,0,0,0,0,0,0,0,5665000.0,-0.8383561643835616
 Travel ,operating,GBR,1.0,2009-03-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,1003681.0,-1.1643835616438356
 Life Sciences ,operating,USA,4.0,2007-01-01,2006-03-28,2010-08-19,1,0,0,1,1,0,0,0,104490061.0,-0.7643835616438356
 Collectibles ,operating,USA,5.0,2012-09-20,2012-04-01,2014-12-01,0,0,0,0,0,0,0,0,684000.0,-0.4712328767123288
 Enterprise Software ,operating,USA,2.0,2011-01-01,2007-10-09,2008-09-30,1,1,0,0,0,0,0,0,28000000.0,-3.232876712328767
 Real Estate ,operating,USA,1.0,2005-10-01,2005-06-01,2005-06-01,0,0,0,0,0,0,0,0,250000.0,-0.33424657534246577
 Digital Media ,operating,USA,4.0,2010-06-15,2006-12-26,2012-10-31,1,1,1,0,0,0,0,0,33648126.0,-3.4712328767123286
 Consulting ,closed,USA,1.0,2012-06-06,2007-06-01,2007-06-01,0,0,0,0,0,0,0,0,15000.0,-5.019178082191781
 Developer APIs ,operating,MEX,2.0,2012-10-10,2011-10-15,2013-06-13,0,0,0,0,0,0,0,0,295000.0,-0.989041095890411
 Advertising ,acquired,USA,3.0,2011-05-01,2010-10-21,2012-08-02,0,0,0,0,0,0,0,0,5000000.0,-0.5260273972602739
 Analytics ,operating,BGR,2.0,2014-04-24,2014-04-22,2014-07-23,0,0,0,0,0,0,0,0,132013.0,-0.005479452054794521
 Enterprise Software ,operating,TUR,1.0,2012-07-01,2012-03-31,2012-03-31,0,0,0,0,0,0,0,0,40000.0,-0.25205479452054796
 Facebook Applications ,operating,ESP,1.0,2012-11-01,2012-09-01,2012-09-01,0,0,0,0,0,0,0,0,336000.0,-0.16712328767123288
 Legal ,operating,CAN,1.0,2010-01-01,2009-06-01,2009-06-01,0,0,0,0,0,0,0,0,46177.0,-0.5863013698630137
 Social Media ,operating,GBR,2.0,2012-09-25,2012-09-01,2013-07-01,0,0,0,0,0,0,0,0,985019.0,-0.06575342465753424
 Sports ,operating,USA,2.0,2009-04-02,2009-02-05,2010-10-27,0,0,0,0,0,0,0,0,90000.0,-0.15342465753424658
 Enterprise Software ,closed,USA,4.0,2006-01-01,2005-02-19,2012-02-14,0,1,0,0,0,0,0,0,11400000.0,-0.8657534246575342
 Analytics ,operating,USA,6.0,2009-01-02,2009-01-01,2014-06-26,1,1,1,1,1,0,0,0,116000000.0,-0.0027397260273972603
 Colleges ,operating,USA,1.0,2013-05-01,2013-01-01,2013-01-01,0,0,0,0,0,0,0,0,600000.0,-0.3287671232876712
 Teachers ,operating,USA,3.0,2013-07-07,2013-01-01,2014-06-25,0,0,0,0,0,0,0,0,990000.0,-0.5123287671232877
 Medical ,operating,USA,1.0,2013-12-15,2013-12-11,2013-12-11,0,0,0,0,0,0,0,0,7000.0,-0.010958904109589041
 Credit ,operating,USA,1.0,2009-10-01,2009-09-01,2009-09-01,0,0,0,0,0,0,0,0,580000.0,-0.0821917808219178
 Software ,operating,USA,4.0,2005-11-30,2005-01-01,2012-10-01,1,0,0,0,0,0,0,0,20885000.0,-0.9123287671232877
 Payments ,operating,USA,1.0,2012-04-17,2012-04-01,2012-04-01,0,0,0,0,0,0,0,0,1000000.0,-0.043835616438356165
 Cloud Data Services ,operating,USA,4.0,2009-12-20,2009-03-01,2014-09-17,1,1,1,0,0,0,0,0,28000000.0,-0.8054794520547945
 Finance ,operating,USA,4.0,2012-01-01,2010-03-03,2014-08-20,0,0,0,0,0,0,0,0,1892730.0,-1.832876712328767
 Education ,operating,CAN,7.0,2012-06-29,2012-05-04,2013-06-14,0,0,0,0,0,0,0,0,786993.0,-0.15342465753424658
 Health and Wellness ,operating,USA,4.0,2012-10-01,2012-07-15,2014-05-22,0,0,0,0,0,0,0,0,2380000.0,-0.2136986301369863
 Networking ,closed,USA,3.0,2012-06-04,2011-01-01,2013-05-01,1,0,0,0,0,0,0,0,880000.0,-1.4246575342465753
 Social Media ,operating,USA,3.0,2009-10-01,2009-08-01,2014-03-20,1,1,0,0,0,0,0,0,15000000.0,-0.16712328767123288
 Embedded Hardware and Software ,operating,USA,2.0,2014-01-15,2014-01-01,2014-11-14,0,0,0,0,0,0,0,0,138000.0,-0.038356164383561646
 Travel ,closed,GBR,2.0,2011-01-01,2010-10-01,2011-03-29,0,0,0,0,0,0,0,0,253194.0,-0.25205479452054796
 Software ,operating,KOR,1.0,2013-05-06,2013-04-29,2013-04-29,0,0,0,0,0,0,0,0,270440.0,-0.019178082191780823
 Software ,acquired,USA,1.0,2009-01-01,2006-12-21,2006-12-21,0,0,0,0,0,0,0,0,5300000.0,-2.032876712328767
 Health Care ,operating,MEX,1.0,2012-10-01,2012-07-01,2012-07-01,0,0,0,0,0,0,0,0,200000.0,-0.25205479452054796
 Credit Cards ,operating,USA,6.0,2008-06-19,2007-06-01,2013-06-10,0,0,0,0,0,0,0,0,670000.0,-1.0520547945205478
 Startups ,closed,BRA,2.0,2011-07-26,2011-07-01,2011-11-01,1,0,0,0,0,0,0,0,1500000.0,-0.0684931506849315
 Privacy ,operating,GBR,1.0,2011-10-18,2011-08-31,2011-08-31,0,0,0,0,0,0,0,0,15000.0,-0.13150684931506848
 Mobile Commerce ,operating,GBR,1.0,2014-06-01,2012-09-21,2012-09-21,0,0,0,0,0,0,0,0,67000.0,-1.6931506849315068
 Mobile ,closed,USA,1.0,2012-04-01,2012-03-01,2012-03-01,0,0,0,0,0,0,0,0,200000.0,-0.08493150684931507
 Entertainment ,operating,USA,1.0,2014-06-15,2014-06-14,2014-06-14,0,0,0,0,0,0,0,0,2500.0,-0.0027397260273972603
 Software ,operating,GBR,6.0,2013-07-01,2013-06-25,2014-08-08,0,0,0,0,0,0,0,0,21211.0,-0.01643835616438356
 Social Games ,closed,USA,2.0,2009-12-01,2009-04-01,2009-12-01,0,0,0,0,0,0,0,0,355000.0,-0.6684931506849315
 Software ,operating,USA,1.0,2013-03-28,2011-04-01,2011-04-01,0,0,0,0,0,0,0,0,150000.0,-1.9917808219178081
 Software ,operating,BGR,1.0,2013-10-01,2013-09-18,2013-09-18,0,0,0,0,0,0,0,0,32165.0,-0.03561643835616438
 Advertising ,operating,ARG,1.0,2010-06-01,2008-06-03,2008-06-03,1,0,0,0,0,0,0,0,4300000.0,-1.9945205479452055
 Big Data ,operating,USA,6.0,2010-08-01,2010-01-01,2014-01-24,1,1,1,0,0,0,0,0,77892396.0,-0.5808219178082191
 Advertising ,operating,USA,4.0,2009-09-01,2009-04-17,2014-02-05,1,1,1,1,0,0,0,0,55800000.0,-0.37534246575342467
 Women ,operating,IND,1.0,2012-02-07,2011-12-28,2011-12-28,0,0,0,0,0,0,0,0,20000.0,-0.11232876712328767
 Social Media ,operating,USA,5.0,2007-01-10,2007-01-05,2014-06-20,0,0,0,0,0,0,0,0,170000.0,-0.0136986301369863
 Marketplaces ,operating,USA,2.0,2013-06-04,2012-01-01,2014-01-20,0,0,0,0,0,0,0,0,1200000.0,-1.4246575342465753
 Software ,operating,USA,1.0,2010-01-01,2009-12-01,2009-12-01,0,0,0,0,0,0,0,0,500000.0,-0.08493150684931507
 Social Media ,operating,USA,3.0,2011-02-11,2011-01-01,2013-01-01,0,0,0,0,0,0,0,0,55000.0,-0.11232876712328767
 Consumer Electronics ,acquired,USA,3.0,2011-06-20,2010-01-01,2013-03-01,1,1,1,0,0,0,0,0,16500000.0,-1.4657534246575343
 Education ,operating,USA,9.0,2010-07-01,2009-03-31,2014-04-01,0,0,0,0,0,0,0,0,4065000.0,-1.252054794520548
 Fashion ,operating,CHL,1.0,2012-12-14,2012-12-11,2012-12-11,0,0,0,0,0,0,0,0,40000.0,-0.00821917808219178
 Analytics ,operating,USA,1.0,2011-12-01,2011-09-30,2011-09-30,0,0,0,0,0,0,0,0,1525000.0,-0.16986301369863013
 Mobile ,operating,ISR,1.0,2010-01-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,750000.0,-2.0027397260273974
 Medical ,operating,COL,1.0,2006-06-05,2006-06-01,2006-06-01,0,0,0,0,0,0,0,0,250000.0,-0.010958904109589041
 Manufacturing ,operating,KOR,1.0,2009-02-01,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,15454.0,-0.08493150684931507
 Hospitality ,operating,DEU,9.0,2011-05-01,2010-12-01,2014-09-03,1,1,1,1,1,1,1,0,656663300.0,-0.4136986301369863
 Automotive ,operating,USA,1.0,2009-01-01,2008-06-13,2008-06-13,0,0,0,0,0,0,0,0,8000000.0,-0.5534246575342465
 Enterprise Software ,operating,CAN,1.0,2012-10-01,2011-07-25,2011-07-25,0,0,0,0,0,0,0,0,40000.0,-1.189041095890411
 Design ,operating,USA,1.0,2008-06-15,2006-12-15,2006-12-15,0,0,0,0,0,0,0,0,350000.0,-1.5013698630136987
 Email ,operating,USA,1.0,2010-01-01,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,50000.0,-1.0
